frame_id,player_id,timestamp_s,x1,y1,x2,y2,cx,cy,w,h,confidence
175,43,5.8,38,255,98,519,68,387,59,263,0.84
176,23,5.833,814,605,930,719,872,662,115,113,0.76
176,29,5.833,982,279,1136,518,1059,399,154,239,0.86
176,31,5.833,478,277,635,476,556,377,156,198,0.83
176,2,5.833,838,256,1003,520,921,388,165,263,0.83
176,32,5.833,974,1,1146,246,1060,123,172,244,0.84
176,43,5.833,54,245,118,515,86,380,64,270,0.76
177,23,5.867,832,605,951,719,891,662,118,114,0.79
177,29,5.867,973,275,1133,516,1053,396,160,241,0.83
177,31,5.867,500,277,653,479,577,378,152,202,0.75
177,2,5.867,847,247,1010,513,929,380,162,265,0.81
177,32,5.867,994,0,1162,248,1078,124,168,247,0.86
177,43,5.867,67,233,137,510,102,371,69,276,0.79
177,44,5.867,12,333,75,607,44,470,63,274,0.86
178,23,5.9,837,605,958,719,898,662,121,114,0.79
178,29,5.9,968,274,1133,516,1050,395,165,241,0.83
178,31,5.9,510,277,658,480,584,379,147,203,0.75
178,2,5.9,852,243,1011,510,931,377,159,266,0.81
178,32,5.9,1003,0,1167,248,1085,124,164,248,0.86
178,43,5.9,70,228,144,508,107,368,73,279,0.79
178,44,5.9,14,332,77,603,46,468,63,271,0.86
178,45,5.9,510,307,579,464,545,386,68,156,0.47
179,23,5.933,850,599,979,719,915,659,128,120,0.8
179,29,5.933,968,269,1134,511,1051,390,166,242,0.81
179,31,5.933,512,275,659,485,586,380,147,209,0.82
179,2,5.933,860,235,1020,506,940,370,159,271,0.83
179,32,5.933,1017,0,1175,246,1096,123,158,246,0.85
179,43,5.933,84,218,161,499,123,358,77,280,0.83
179,44,5.933,23,328,89,603,56,466,65,274,0.85
180,23,5.967,867,588,1006,720,936,654,139,131,0.82
180,29,5.967,945,263,1113,505,1029,384,167,242,0.79
180,31,5.967,518,272,665,489,592,380,147,216,0.82
180,2,5.967,875,226,1035,495,955,361,159,268,0.75
180,32,5.967,1033,0,1186,242,1109,121,152,242,0.82
180,43,5.967,98,207,177,483,137,345,78,276,0.78
180,44,5.967,47,326,112,592,79,459,65,266,0.82
181,23,6.0,883,581,1029,720,956,650,146,138,0.84
181,29,6.0,938,256,1101,496,1019,376,162,239,0.77
181,31,6.0,523,269,670,489,596,379,147,220,0.84
181,2,6.0,888,222,1046,485,967,353,158,262,0.74
181,32,6.0,1047,0,1193,238,1120,119,146,237,0.82
181,43,6.0,114,198,194,470,154,334,80,272,0.79
181,44,6.0,75,324,142,584,109,454,66,259,0.82
182,23,6.033,901,574,1052,720,976,647,151,145,0.86
182,29,6.033,929,241,1094,493,1012,367,164,252,0.77
182,31,6.033,528,267,677,492,602,380,149,224,0.83
182,2,6.033,908,216,1064,470,986,343,156,254,0.36
182,32,6.033,1069,1,1212,233,1141,117,143,232,0.83
182,43,6.033,131,189,211,453,171,321,79,264,0.81
182,44,6.033,102,322,170,577,136,449,68,255,0.79
183,23,6.067,921,567,1076,720,998,643,155,152,0.86
183,31,6.067,535,265,685,492,610,379,150,227,0.85
183,2,6.067,911,224,1069,482,990,353,157,258,0.78
183,32,6.067,1077,1,1220,232,1149,116,142,230,0.85
183,43,6.067,148,179,229,435,189,307,80,255,0.75
183,44,6.067,131,320,201,567,166,443,70,246,0.83
184,23,6.1,929,565,1084,720,1007,642,155,154,0.86
184,31,6.1,537,264,688,492,613,378,150,228,0.85
184,2,6.1,913,227,1069,486,991,357,156,259,0.78
184,32,6.1,1080,1,1222,231,1151,116,142,230,0.85
184,43,6.1,153,175,235,428,194,302,82,252,0.75
184,44,6.1,139,320,213,564,176,442,74,243,0.83
185,23,6.133,943,562,1099,719,1021,640,156,157,0.85
185,31,6.133,547,262,696,488,621,375,149,226,0.85
185,2,6.133,919,234,1067,484,993,359,147,249,0.81
185,32,6.133,1083,1,1226,232,1154,116,142,231,0.86
185,43,6.133,164,167,250,421,207,294,86,253,0.82
185,44,6.133,165,319,244,557,204,438,78,237,0.74
186,23,6.167,962,560,1117,719,1039,639,155,159,0.86
186,31,6.167,562,261,708,482,635,372,146,221,0.85
186,2,6.167,925,236,1066,479,995,357,141,242,0.84
186,32,6.167,1085,0,1229,234,1157,117,143,233,0.86
186,43,6.167,171,157,268,425,220,291,97,268,0.84
186,44,6.167,184,318,271,549,227,434,86,231,0.85
186,46,6.167,974,192,1139,342,1057,267,165,150,0.58
186,29,6.167,979,194,1129,422,1054,308,150,227,0.62
187,23,6.2,978,557,1134,719,1056,638,155,162,0.82
187,31,6.2,574,257,722,478,648,367,147,220,0.85
187,2,6.2,919,237,1057,473,988,355,137,236,0.82
187,32,6.2,1091,0,1235,232,1163,116,143,231,0.84
187,43,6.2,179,146,285,421,232,284,106,275,0.83
187,44,6.2,200,320,295,538,247,429,95,218,0.87
187,46,6.2,968,178,1154,347,1061,262,185,169,0.62
188,23,6.233,991,553,1149,719,1070,636,158,165,0.84
188,31,6.233,584,251,735,477,660,364,151,226,0.85
188,2,6.233,903,233,1041,468,972,351,138,235,0.79
188,32,6.233,1099,0,1239,225,1169,113,140,225,0.85
188,43,6.233,188,138,296,401,242,270,107,263,0.78
188,44,6.233,214,313,317,524,266,419,103,210,0.89
188,46,6.233,953,162,1168,359,1060,261,214,196,0.85
188,48,6.233,22,538,261,719,142,628,238,180,0.76
189,23,6.267,999,546,1163,719,1081,633,164,173,0.83
189,31,6.267,588,245,745,481,666,363,156,236,0.82
189,2,6.267,879,227,1016,455,948,341,136,228,0.83
189,32,6.267,1103,0,1239,218,1171,109,136,218,0.86
189,43,6.267,194,129,305,383,250,256,111,253,0.82
189,44,6.267,220,303,333,515,277,409,113,212,0.88
189,48,6.267,12,530,262,718,137,624,249,188,0.84
189,29,6.267,985,146,1135,371,1060,258,150,224,0.85
190,23,6.3,1001,543,1168,719,1085,631,166,176,0.83
190,31,6.3,590,243,749,482,669,362,158,239,0.82
190,2,6.3,870,224,1007,450,938,337,136,225,0.83
190,32,6.3,1104,0,1238,215,1171,108,134,215,0.86
190,43,6.3,194,127,310,377,252,252,115,250,0.82
190,44,6.3,218,299,341,512,280,406,123,213,0.88
190,48,6.3,9,527,262,718,135,623,252,191,0.84
190,29,6.3,985,140,1136,364,1061,252,151,223,0.85
191,23,6.333,1002,536,1175,719,1089,628,173,183,0.83
191,31,6.333,601,239,757,479,679,359,155,240,0.85
191,2,6.333,841,217,982,443,911,330,141,226,0.83
191,32,6.333,1101,0,1233,209,1167,105,131,209,0.84
191,43,6.333,191,121,312,369,251,245,121,247,0.85
191,44,6.333,221,293,353,505,287,399,131,211,0.87
191,48,6.333,0,520,249,717,124,619,249,197,0.85
191,46,6.333,906,131,1185,392,1046,262,279,261,0.86
192,23,6.367,994,526,1175,719,1084,623,181,193,0.81
192,31,6.367,611,236,761,474,686,355,150,237,0.82
192,2,6.367,807,208,955,438,881,323,147,230,0.84
192,32,6.367,1094,0,1223,203,1158,101,128,203,0.83
192,43,6.367,180,110,310,361,245,235,129,251,0.83
192,44,6.367,225,289,363,497,294,393,138,208,0.85
192,48,6.367,0,511,233,717,116,614,233,205,0.77
192,29,6.367,961,123,1125,358,1043,240,163,234,0.86
193,23,6.4,987,515,1176,719,1081,617,189,204,0.85
193,31,6.4,612,236,758,468,685,352,146,232,0.82
193,2,6.4,778,199,931,434,854,316,153,235,0.84
193,32,6.4,1081,0,1207,200,1144,100,126,199,0.8
193,43,6.4,174,96,311,357,243,226,137,260,0.85
193,44,6.4,240,284,386,490,313,387,145,206,0.84
193,48,6.4,0,510,209,718,104,614,209,207,0.69
193,29,6.4,947,120,1115,352,1031,236,168,231,0.88
194,23,6.433,980,504,1176,719,1078,612,196,214,0.86
194,31,6.433,609,236,753,465,681,350,144,229,0.84
194,2,6.433,753,192,909,429,831,310,155,236,0.84
194,32,6.433,1060,0,1183,197,1122,99,122,196,0.77
194,43,6.433,165,84,308,353,237,219,142,268,0.86
194,44,6.433,250,269,408,484,329,377,157,215,0.85
194,48,6.433,0,513,203,718,101,615,203,205,0.53
194,29,6.433,933,116,1107,345,1020,230,174,229,0.86
195,23,6.467,974,495,1176,718,1075,607,201,223,0.84
195,31,6.467,601,235,746,465,674,350,144,229,0.82
195,2,6.467,731,188,885,423,808,305,154,235,0.83
195,32,6.467,1039,0,1159,196,1099,98,120,196,0.82
195,43,6.467,153,74,297,349,225,212,143,275,0.85
195,44,6.467,275,259,437,479,356,369,161,219,0.79
195,29,6.467,919,112,1100,341,1009,227,180,228,0.88
196,23,6.5,973,492,1174,718,1073,605,201,226,0.84
196,31,6.5,599,235,743,464,671,350,144,228,0.82
196,2,6.5,723,186,876,421,800,304,153,234,0.83
196,32,6.5,1032,0,1150,196,1091,98,118,195,0.82
196,43,6.5,149,71,292,348,220,210,143,277,0.85
196,44,6.5,283,256,448,477,365,367,164,221,0.8
196,29,6.5,912,112,1098,340,1005,226,186,228,0.88
197,23,6.533,964,485,1168,718,1066,601,204,233,0.85
197,31,6.533,594,234,742,464,668,349,147,229,0.81
197,2,6.533,708,184,859,419,783,301,150,234,0.8
197,32,6.533,1012,0,1133,203,1073,101,121,202,0.72
197,43,6.533,142,67,282,345,212,206,140,278,0.82
197,44,6.533,274,254,443,475,359,365,168,220,0.82
197,29,6.533,901,107,1091,335,996,221,189,227,0.86
198,23,6.567,955,479,1161,719,1058,599,205,239,0.87
198,31,6.567,581,233,738,471,659,352,157,237,0.82
198,2,6.567,688,179,836,415,762,297,147,236,0.74
198,32,6.567,986,1,1108,201,1047,101,121,200,0.75
198,43,6.567,128,64,266,344,197,204,137,280,0.78
198,44,6.567,274,260,441,472,357,366,167,211,0.84
198,29,6.567,883,102,1077,332,980,217,194,230,0.86
198,49,6.567,1215,268,1267,468,1241,368,51,199,0.74
199,23,6.6,948,476,1150,717,1049,596,202,241,0.87
199,31,6.6,580,233,744,479,662,356,163,246,0.82
199,2,6.6,667,174,809,405,738,289,141,231,0.6
199,32,6.6,966,1,1086,196,1026,99,119,195,0.79
199,43,6.6,116,64,248,339,182,202,132,275,0.8
199,44,6.6,260,260,434,473,347,367,174,213,0.87
199,29,6.6,865,97,1056,324,960,210,191,226,0.86
199,49,6.6,1164,269,1220,473,1192,371,55,204,0.86
200,23,6.633,941,474,1140,717,1041,596,198,243,0.88
200,31,6.633,588,237,748,483,668,360,160,245,0.72
200,2,6.633,653,166,769,353,711,260,115,186,0.42
200,32,6.633,944,1,1058,183,1001,92,114,181,0.81
200,43,6.633,100,65,228,336,164,201,128,271,0.79
200,44,6.633,248,257,432,476,340,366,183,219,0.87
200,29,6.633,854,90,1046,317,950,204,192,227,0.87
200,49,6.633,1115,269,1175,477,1145,373,60,207,0.86
201,23,6.667,938,472,1131,718,1035,595,193,245,0.86
201,31,6.667,581,230,744,482,663,356,162,251,0.84
201,2,6.667,612,156,745,371,679,264,133,214,0.36
201,32,6.667,928,1,1040,176,984,88,111,175,0.83
201,43,6.667,83,64,207,331,145,197,123,267,0.8
201,44,6.667,237,254,427,478,332,366,190,223,0.88
201,29,6.667,846,88,1029,305,938,196,183,217,0.85
201,49,6.667,1076,271,1141,476,1109,374,64,204,0.86
202,23,6.7,939,472,1126,718,1032,595,187,246,0.86
202,31,6.7,580,228,742,481,661,355,162,253,0.84
202,2,6.7,598,153,739,382,668,268,140,229,0.33
202,32,6.7,923,1,1034,174,978,87,110,173,0.83
202,43,6.7,78,63,198,330,138,196,120,266,0.8
202,44,6.7,231,253,426,479,329,366,194,225,0.88
202,29,6.7,843,87,1024,301,933,194,180,213,0.85
202,49,6.7,1063,272,1133,475,1098,374,69,203,0.86
202,53,6.7,782,245,822,291,802,268,40,45,0.66
203,23,6.733,938,476,1116,719,1027,597,177,243,0.85
203,31,6.733,573,237,730,479,651,358,156,241,0.83
203,2,6.733,579,148,724,384,652,266,144,235,0.79
203,32,6.733,905,1,1019,178,962,90,113,177,0.83
203,43,6.733,62,61,179,325,120,193,117,263,0.8
203,44,6.733,232,252,426,477,329,365,194,224,0.83
203,29,6.733,850,86,1025,297,937,191,175,211,0.83
203,49,6.733,1036,275,1109,476,1073,375,73,201,0.85
204,23,6.767,934,483,1100,719,1017,601,166,236,0.86
204,31,6.767,565,242,718,472,641,357,153,230,0.85
204,2,6.767,552,141,703,389,628,265,150,247,0.83
204,32,6.767,883,1,1001,184,942,93,117,182,0.84
204,43,6.767,44,55,160,319,102,187,115,264,0.78
204,44,6.767,243,250,433,472,338,361,189,222,0.85
204,29,6.767,860,85,1026,290,943,188,166,205,0.82
204,49,6.767,1030,280,1102,469,1066,375,71,189,0.61
205,23,6.8,921,489,1081,719,1001,604,159,230,0.83
205,31,6.8,558,239,717,474,637,357,158,235,0.79
205,2,6.8,526,133,682,390,604,261,155,257,0.83
205,32,6.8,860,1,980,186,920,93,119,185,0.85
205,43,6.8,26,45,139,311,82,178,113,265,0.8
205,44,6.8,251,246,436,466,343,356,184,219,0.84
205,29,6.8,851,82,1011,281,931,181,159,199,0.77
205,49,6.8,986,279,1066,475,1026,377,80,195,0.81
206,23,6.833,903,491,1060,719,982,605,156,227,0.84
206,31,6.833,563,236,726,481,645,359,162,244,0.8
206,2,6.833,501,127,657,388,579,258,156,260,0.82
206,32,6.833,834,1,954,186,894,93,119,185,0.83
206,43,6.833,3,36,115,303,59,170,112,266,0.81
206,44,6.833,253,241,433,463,343,352,180,221,0.83
206,29,6.833,824,80,987,279,906,180,163,199,0.78
206,49,6.833,952,279,1040,480,996,379,87,201,0.83
207,23,6.867,877,488,1039,719,958,604,161,231,0.87
207,31,6.867,538,237,706,486,622,362,168,248,0.82
207,2,6.867,473,124,630,385,552,254,156,261,0.84
207,32,6.867,804,1,923,183,864,92,118,182,0.81
207,43,6.867,0,29,93,293,46,161,93,264,0.8
207,44,6.867,238,235,418,464,328,350,179,229,0.84
207,29,6.867,802,76,970,277,886,176,167,200,0.84
207,49,6.867,911,280,1006,483,959,381,94,202,0.83
208,23,6.9,867,487,1032,719,950,603,164,232,0.86
208,31,6.9,527,238,699,489,613,363,172,250,0.82
208,2,6.9,464,122,620,384,542,253,156,261,0.84
208,32,6.9,794,1,913,182,853,91,119,181,0.81
208,43,6.9,0,26,84,290,42,158,84,263,0.8
208,44,6.9,235,233,410,465,322,349,174,231,0.84
208,29,6.9,793,75,964,276,879,175,171,200,0.84
208,49,6.9,896,280,996,484,946,382,100,203,0.83
209,23,6.933,842,486,1013,719,928,603,171,233,0.85
209,31,6.933,526,243,696,491,611,367,169,247,0.85
209,2,6.933,442,121,598,382,520,251,156,261,0.85
209,32,6.933,770,1,887,178,829,89,117,177,0.78
209,43,6.933,0,21,69,284,34,153,69,262,0.68
209,44,6.933,215,232,388,471,302,351,173,238,0.81
209,29,6.933,780,73,953,271,866,172,173,197,0.85
209,49,6.933,861,282,968,486,914,384,106,203,0.85
210,23,6.967,822,485,1000,719,911,602,178,234,0.87
210,31,6.967,517,249,680,488,599,368,162,239,0.86
210,2,6.967,411,118,568,380,489,249,156,262,0.85
210,32,6.967,736,0,853,175,795,88,116,174,0.8
210,44,6.967,188,233,357,474,272,353,169,241,0.83
210,29,6.967,761,71,937,265,849,168,175,194,0.81
210,49,6.967,814,284,925,485,870,384,111,201,0.86
211,23,7.0,800,489,982,718,891,603,182,229,0.87
211,31,7.0,491,254,648,485,570,370,157,230,0.86
211,2,7.0,371,114,528,378,449,246,156,263,0.85
211,32,7.0,693,0,811,175,752,88,118,175,0.83
211,44,7.0,156,233,324,479,240,356,168,246,0.84
211,29,7.0,758,71,934,262,846,166,176,190,0.79
211,49,7.0,760,285,875,484,818,384,115,198,0.87
212,23,7.033,778,493,962,718,870,606,183,224,0.87
212,31,7.033,454,257,612,482,533,369,158,224,0.88
212,2,7.033,321,110,478,374,399,242,156,264,0.84
212,32,7.033,640,0,760,176,700,88,119,175,0.84
212,44,7.033,118,236,281,481,199,359,162,244,0.82
212,29,7.033,741,73,914,261,827,167,172,187,0.81
212,49,7.033,706,288,825,482,765,385,118,193,0.85
213,23,7.067,749,496,933,717,841,607,184,220,0.86
213,31,7.067,411,257,574,481,492,369,163,224,0.87
213,2,7.067,262,107,419,371,340,239,156,263,0.83
213,32,7.067,579,0,700,176,640,88,120,175,0.85
213,44,7.067,74,239,230,481,152,360,156,242,0.8
213,29,7.067,724,75,872,233,798,154,147,158,0.81
213,49,7.067,651,288,770,472,711,380,118,184,0.83
214,23,7.1,738,497,924,717,831,607,186,219,0.86
214,31,7.1,394,257,563,481,478,369,169,223,0.87
214,2,7.1,241,106,397,370,319,238,156,263,0.83
214,32,7.1,557,0,679,175,618,88,121,175,0.85
214,44,7.1,59,240,210,481,134,361,151,241,0.8
214,29,7.1,719,76,857,223,788,149,138,146,0.81
214,49,7.1,631,287,753,469,692,378,121,181,0.83
214,58,7.1,898,145,934,193,916,169,35,48,0.7
214,59,7.1,1203,352,1279,597,1241,474,75,244,0.63
214,60,7.1,1201,350,1280,720,1240,535,78,369,0.52
215,23,7.133,683,496,879,717,781,607,196,221,0.78
215,31,7.133,360,254,535,479,448,367,175,225,0.87
215,2,7.133,191,105,347,369,269,237,155,264,0.82
215,32,7.133,509,0,630,174,569,87,121,173,0.85
215,44,7.133,25,239,172,481,98,360,146,242,0.83
215,29,7.133,666,75,818,235,742,155,151,159,0.79
215,49,7.133,576,284,709,477,642,381,133,192,0.85
216,23,7.167,620,491,828,718,724,605,207,227,0.85
216,31,7.167,324,254,504,480,414,367,180,225,0.87
216,2,7.167,129,104,282,366,206,235,153,262,0.83
216,32,7.167,450,0,574,173,512,86,123,172,0.85
216,44,7.167,0,235,126,478,63,357,126,242,0.82
216,29,7.167,614,71,780,247,697,159,165,176,0.73
216,49,7.167,518,282,661,484,590,383,142,201,0.87
217,23,7.2,561,486,776,719,668,602,214,232,0.89
217,31,7.2,289,254,473,477,381,365,183,222,0.8
217,2,7.2,63,103,214,362,138,233,151,259,0.82
217,32,7.2,389,0,514,170,451,85,125,170,0.84
217,29,7.2,545,65,725,255,635,160,179,189,0.83
217,49,7.2,463,279,613,491,538,385,150,211,0.84
217,62,7.2,884,333,1093,580,988,456,208,247,0.81
218,23,7.233,511,480,728,716,620,598,217,235,0.86
218,31,7.233,270,252,450,470,360,361,179,218,0.82
218,2,7.233,5,99,153,358,79,229,148,258,0.82
218,32,7.233,328,2,454,165,391,83,125,163,0.84
218,29,7.233,486,61,673,257,580,159,186,195,0.87
218,49,7.233,410,277,562,492,486,385,151,214,0.87
218,62,7.233,810,334,1015,578,913,456,205,243,0.81
219,23,7.267,480,477,691,708,586,593,210,231,0.83
219,31,7.267,237,247,415,464,326,355,178,216,0.75
219,2,7.267,0,97,108,348,54,223,108,250,0.81
219,32,7.267,272,1,399,161,335,81,126,159,0.86
219,29,7.267,446,58,634,254,540,156,187,196,0.87
219,49,7.267,356,279,505,490,431,384,149,210,0.87
219,62,7.267,735,338,932,572,833,455,196,234,0.8
220,23,7.3,470,476,677,705,574,591,207,229,0.83
220,31,7.3,226,246,404,461,315,354,177,215,0.75
220,2,7.3,0,97,91,345,45,221,91,247,0.81
220,32,7.3,251,1,381,159,316,80,129,158,0.86
220,29,7.3,431,57,619,253,525,155,188,196,0.87
220,49,7.3,337,280,485,489,411,384,148,208,0.87
220,62,7.3,715,339,908,571,812,455,193,231,0.8
220,67,7.3,798,165,831,211,814,188,33,46,0.71
221,23,7.333,466,475,653,682,560,578,187,207,0.84
221,31,7.333,198,240,373,448,286,344,174,208,0.8
221,32,7.333,217,2,345,152,281,77,127,150,0.84
221,29,7.333,414,53,598,245,506,149,183,192,0.84
221,49,7.333,298,277,445,482,372,379,146,204,0.87
221,62,7.333,667,338,846,553,757,445,179,215,0.77
222,23,7.367,451,471,633,674,542,573,182,202,0.85
222,31,7.367,162,232,341,443,252,338,179,210,0.67
222,32,7.367,186,2,311,142,249,72,125,140,0.36
222,29,7.367,387,48,565,238,476,143,178,190,0.84
222,49,7.367,266,271,404,462,335,366,137,191,0.7
222,62,7.367,610,329,787,544,699,436,176,215,0.83
223,23,7.4,425,464,610,676,518,570,185,211,0.76
223,31,7.4,138,219,319,425,228,322,180,206,0.82
223,29,7.4,360,40,533,227,447,134,172,187,0.83
223,49,7.4,231,258,373,456,302,357,141,198,0.7
223,62,7.4,554,319,733,540,644,430,178,221,0.85
224,23,7.433,385,454,580,679,483,567,195,224,0.85
224,31,7.433,108,204,292,408,200,306,184,203,0.74
224,29,7.433,330,31,498,216,414,124,167,184,0.84
224,49,7.433,209,247,350,450,279,348,140,202,0.63
224,62,7.433,506,307,674,518,590,413,168,210,0.81
225,23,7.467,363,445,556,673,460,559,193,228,0.79
225,31,7.467,98,208,290,421,194,315,191,213,0.66
225,29,7.467,296,18,469,211,383,114,172,193,0.83
225,49,7.467,188,233,326,438,257,336,138,205,0.6
225,62,7.467,447,292,609,496,528,394,161,204,0.81
226,23,7.5,355,441,545,671,450,556,190,230,0.78
226,31,7.5,95,209,289,426,192,317,194,217,0.64
226,29,7.5,285,13,457,209,371,111,172,195,0.83
226,49,7.5,182,228,317,434,250,331,134,206,0.61
226,62,7.5,430,286,590,491,510,389,160,205,0.8
227,23,7.533,347,428,535,665,441,546,188,236,0.82
227,29,7.533,264,5,433,199,348,102,169,193,0.81
227,49,7.533,143,187,291,418,217,302,148,231,0.5
227,62,7.533,396,278,546,471,471,374,149,193,0.67
227,80,7.533,748,212,777,257,763,235,29,45,0.53
228,23,7.567,336,414,520,653,428,534,184,239,0.73
228,29,7.567,253,2,411,188,332,95,158,185,0.71
228,49,7.567,129,212,252,404,190,308,122,192,0.67
228,62,7.567,332,266,498,483,415,375,165,216,0.81
228,80,7.567,745,219,774,264,759,241,28,44,0.63
228,82,7.567,988,580,1134,719,1061,650,145,139,0.79
229,23,7.6,329,397,480,591,405,494,150,193,0.78
229,29,7.6,238,0,382,171,310,85,143,171,0.82
229,62,7.6,278,251,449,477,363,364,170,226,0.83
229,80,7.6,744,231,770,271,757,251,25,39,0.61
229,82,7.6,951,563,1112,719,1031,641,161,156,0.85
229,31,7.6,57,135,280,392,168,264,222,257,0.82
230,23,7.633,304,373,473,595,389,484,168,221,0.85
230,29,7.633,230,0,355,151,292,75,125,151,0.77
230,62,7.633,231,233,400,460,316,347,168,226,0.82
230,80,7.633,746,246,767,277,757,261,21,31,0.65
230,82,7.633,906,543,1087,719,997,631,180,176,0.84
230,31,7.633,40,148,232,370,136,259,191,222,0.75
231,23,7.667,275,352,449,580,362,466,174,227,0.82
231,29,7.667,225,0,330,124,277,62,105,124,0.69
231,62,7.667,188,215,353,440,271,328,164,224,0.84
231,80,7.667,748,260,769,292,758,276,21,31,0.64
231,82,7.667,868,525,1065,719,967,622,196,194,0.83
231,31,7.667,21,143,203,352,112,248,181,209,0.8
231,90,7.667,150,82,248,293,199,188,97,211,0.67
231,91,7.667,101,305,129,344,115,324,28,38,0.67
232,23,7.7,264,344,441,574,352,459,176,230,0.82
232,29,7.7,224,0,325,116,274,58,100,116,0.69
232,62,7.7,175,209,337,433,256,321,161,223,0.83
232,80,7.7,748,263,769,295,759,279,21,31,0.65
232,82,7.7,856,518,1056,719,956,619,200,201,0.83
232,31,7.7,15,142,194,347,105,244,178,204,0.8
232,90,7.7,146,79,244,290,195,185,98,211,0.67
232,91,7.7,102,306,129,342,116,324,26,36,0.66
232,49,7.7,25,222,110,349,67,285,84,127,0.4
233,23,7.733,250,328,429,558,339,443,178,230,0.87
233,62,7.733,145,194,305,418,225,306,159,223,0.83
233,80,7.733,746,272,775,315,760,294,29,42,0.73
233,82,7.733,832,506,1040,719,936,613,207,212,0.84
233,31,7.733,0,129,176,333,88,231,176,203,0.84
233,90,7.733,119,46,234,292,176,169,114,246,0.74
234,23,7.767,226,307,414,544,320,425,188,236,0.87
234,62,7.767,108,178,266,402,187,290,158,223,0.79
234,80,7.767,747,288,779,336,763,312,32,48,0.75
234,82,7.767,806,494,1020,718,913,606,213,224,0.84
234,31,7.767,0,111,168,323,84,217,168,211,0.84
234,90,7.767,122,41,228,270,175,155,106,228,0.73
235,23,7.8,217,292,411,532,314,412,194,240,0.87
235,62,7.8,72,160,235,395,153,278,162,235,0.8
235,80,7.8,752,310,785,359,769,335,33,49,0.72
235,82,7.8,783,481,1003,719,893,600,219,237,0.83
235,31,7.8,0,97,162,311,81,204,162,214,0.78
235,90,7.8,135,34,232,240,184,137,97,205,0.79
236,23,7.833,211,279,412,526,312,403,201,247,0.83
236,62,7.833,43,148,207,387,125,267,163,239,0.83
236,82,7.833,766,471,988,719,877,595,222,247,0.85
236,31,7.833,0,84,149,299,74,192,149,214,0.82
236,90,7.833,142,24,235,214,188,119,92,190,0.82
237,23,7.867,216,267,421,521,318,394,205,254,0.84
237,62,7.867,22,138,183,379,103,258,161,241,0.81
237,82,7.867,751,458,969,709,860,584,218,250,0.78
237,31,7.867,0,70,145,284,72,177,145,213,0.82
237,90,7.867,146,7,245,201,195,104,98,193,0.81
238,23,7.9,218,263,425,520,322,391,206,256,0.84
238,62,7.9,17,134,175,376,96,255,158,241,0.81
238,82,7.9,748,454,960,705,854,579,211,251,0.78
238,31,7.9,0,65,142,279,71,172,142,213,0.82
238,90,7.9,144,2,249,197,197,99,104,194,0.81
238,95,7.9,225,386,276,432,250,409,50,45,0.52
238,96,7.9,782,383,816,427,799,405,33,43,0.49
239,23,7.933,231,254,434,511,332,383,203,256,0.79
239,62,7.933,1,129,155,370,78,250,154,240,0.81
239,82,7.933,740,445,944,695,842,570,204,249,0.76
239,31,7.933,0,57,141,270,70,163,141,213,0.82
239,90,7.933,155,0,268,199,211,99,112,199,0.87
240,23,7.967,253,241,450,497,352,369,197,256,0.83
240,62,7.967,0,118,132,364,66,241,132,245,0.84
240,82,7.967,726,434,925,684,825,559,199,249,0.66
240,31,7.967,0,44,142,256,71,150,142,212,0.78
240,90,7.967,156,0,275,194,215,97,119,194,0.79
241,23,8.0,260,227,456,485,358,356,195,258,0.85
241,62,8.0,0,109,113,352,56,231,113,242,0.87
241,82,8.0,719,424,912,673,815,549,193,248,0.66
241,31,8.0,11,32,165,245,88,138,153,213,0.75
241,90,8.0,159,0,280,188,220,94,121,188,0.74
242,23,8.033,264,213,458,471,361,342,194,257,0.88
242,62,8.033,0,105,98,339,49,222,98,234,0.81
242,82,8.033,708,414,895,658,801,536,186,243,0.68
242,31,8.033,12,22,166,241,89,132,153,219,0.75
242,90,8.033,177,0,294,181,235,90,116,181,0.77
243,23,8.067,270,202,461,457,366,330,191,254,0.87
243,62,8.067,0,95,85,316,42,205,85,220,0.82
243,82,8.067,718,408,893,644,805,526,175,236,0.79
243,31,8.067,20,13,170,235,95,124,149,221,0.8
243,90,8.067,184,0,296,173,240,86,111,173,0.69
244,23,8.1,273,199,462,452,368,325,189,252,0.86
244,62,8.1,0,92,81,309,40,200,81,216,0.83
244,82,8.1,724,406,892,639,808,522,167,232,0.79
244,31,8.1,25,11,170,233,97,122,144,221,0.8
244,90,8.1,187,0,297,170,242,85,109,170,0.69
244,100,8.1,368,409,420,448,394,428,52,38,0.33
245,23,8.133,276,191,468,448,372,320,192,257,0.87
245,62,8.133,0,84,78,325,39,204,78,240,0.72
245,82,8.133,738,397,878,597,808,497,139,199,0.82
245,31,8.133,32,8,169,226,100,117,137,217,0.8
245,90,8.133,200,0,305,163,253,81,105,163,0.78
246,23,8.167,292,185,485,446,388,316,192,261,0.74
246,82,8.167,735,390,873,593,804,491,137,203,0.79
246,31,8.167,35,3,169,218,102,110,134,214,0.8
246,90,8.167,212,0,316,155,264,77,103,155,0.47
247,23,8.2,317,181,505,446,411,313,188,265,0.79
247,82,8.2,732,382,865,585,799,483,133,202,0.81
247,31,8.2,43,0,168,204,105,102,125,204,0.8
247,90,8.2,217,0,323,149,270,74,105,149,0.8
248,23,8.233,335,174,517,441,426,307,181,267,0.76
